Crop,Year,Season,State,Production,Annual_Rainfall,Yield
Gram,1999,Rabi       ,Meghalaya,283,6200.3,0.616666667
Jute,1999,Kharif     ,Meghalaya,31781,6200.3,6.76
Maize,1999,Kharif     ,Meghalaya,24051,6200.3,1.448571429
Mesta,1999,Kharif     ,Meghalaya,20071,6200.3,4.556666667
Potato,1999,Whole Year ,Meghalaya,143287,6200.3,6.858571429
Rapeseed &Mustard,1999,Rabi       ,Meghalaya,4648,6200.3,0.654285714
Rice,1999,Kharif     ,Meghalaya,156887,6200.3,1.605714286
Rice,1999,Rabi       ,Meghalaya,13846,6200.3,1.755714286
Sesamum,1999,Kharif     ,Meghalaya,680,6200.3,0.588571429
Soyabean,1999,Kharif     ,Meghalaya,928,6200.3,0.888571429
Sugarcane,1999,Whole Year ,Meghalaya,223,6200.3,2.372
Sweet potato,1999,Whole Year ,Meghalaya,17591,6200.3,3.415714286
Tapioca,1999,Whole Year ,Meghalaya,21497,6200.3,6.39
Tobacco,1999,Whole Year ,Meghalaya,488,6200.3,0.636
Turmeric,1999,Whole Year ,Meghalaya,8196,6200.3,5.284285714
Arecanut,1999,Whole Year ,Puducherry,130,1434.5875,2
Bajra,1999,Kharif     ,Puducherry,470,1434.5875,2.76
Banana,1999,Whole Year ,Puducherry,8890,1434.5875,29.25
Black pepper,1999,Whole Year ,Puducherry,7,1434.5875,0.58
Cashewnut,1999,Whole Year ,Puducherry,177,1434.5875,2.69
Coconut ,1999,Whole Year ,Puducherry,27816000,1434.5875,12812.4475
Coriander,1999,Whole Year ,Puducherry,2,1434.5875,0.67
Cotton(lint),1999,Kharif     ,Puducherry,1835,1434.5875,5.14
Dry chillies,1999,Whole Year ,Puducherry,35,1434.5875,3.305
Ginger,1999,Kharif     ,Puducherry,94,1434.5875,0.676666667
Groundnut,1999,Kharif     ,Puducherry,2511,1434.5875,2.125
Jowar,1999,Kharif     ,Puducherry,3,1434.5875,1
Moong(Green Gram),1999,Rabi       ,Puducherry,1321,1434.5875,0.553333333
Onion,1999,Whole Year ,Puducherry,183,1434.5875,13.07
Other  Rabi pulses,1999,Rabi       ,Puducherry,123,1434.5875,1.333333333
Ragi,1999,Kharif     ,Puducherry,452,1434.5875,3.325
Rapeseed &Mustard,1999,Rabi       ,Puducherry,483,1434.5875,6.023333333
Rice,1999,Kharif     ,Puducherry,59433,1434.5875,2.61
Sugarcane,1999,Whole Year ,Puducherry,237610,1434.5875,83
Tapioca,1999,Whole Year ,Puducherry,10571,1434.5875,18.29
Urad,1999,Rabi       ,Puducherry,2467,1434.5875,0.763333333
Arecanut,1999,Whole Year ,West Bengal,13124,2318.1,1.864117647
Arhar/Tur,1999,Kharif     ,West Bengal,2320,2318.1,0.83
Bajra,1999,Kharif     ,West Bengal,96,2318.1,0.606666667
Barley,1999,Rabi       ,West Bengal,4686,2318.1,0.776666667
Cardamom,1999,Whole Year ,West Bengal,690,2318.1,0.24
Castor seed,1999,Kharif     ,West Bengal,24,2318.1,0.69
Coconut ,1999,Whole Year ,West Bengal,324305700,2318.1,13592.12778
Cotton(lint),1999,Kharif     ,West Bengal,2040,2318.1,2.72
Dry chillies,1999,Autumn     ,West Bengal,13874,2318.1,0.717222222
Dry chillies,1999,Rabi       ,West Bengal,38430,2318.1,1.043333333
Ginger,1999,Kharif     ,West Bengal,18890,2318.1,1.662777778
Gram,1999,Rabi       ,West Bengal,21961,2318.1,0.826923077
Groundnut,1999,Kharif     ,West Bengal,3311,2318.1,1.16625
Groundnut,1999,Rabi       ,West Bengal,9269,2318.1,1.525
Groundnut,1999,Summer     ,West Bengal,33214,2318.1,1.315
Horse-gram,1999,Rabi       ,West Bengal,2087,2318.1,0.452
Jowar,1999,Kharif     ,West Bengal,540,2318.1,0.68
Jute,1999,Kharif     ,West Bengal,7593680,2318.1,13.94058824
Khesari,1999,Rabi       ,West Bengal,21964,2318.1,0.999375
Linseed,1999,Rabi       ,West Bengal,4004,2318.1,0.360769231
Maize,1999,Kharif     ,West Bengal,69682,2318.1,1.941538462
Masoor,1999,Rabi       ,West Bengal,34165,2318.1,0.636470588
Mesta,1999,Kharif     ,West Bengal,81720,2318.1,9.842142857
Moong(Green Gram),1999,Kharif     ,West Bengal,293,2318.1,0.5325
Moong(Green Gram),1999,Rabi       ,West Bengal,1465,2318.1,0.615
Moong(Green Gram),1999,Summer     ,West Bengal,3942,2318.1,0.850625
Niger seed,1999,Kharif     ,West Bengal,3528,2318.1,0.3875
Other Kharif pulses,1999,Kharif     ,West Bengal,419,2318.1,0.591666667
Peas & beans (Pulses),1999,Rabi       ,West Bengal,6027,2318.1,0.931333333
Potato,1999,Summer     ,West Bengal,33214,2318.1,13.4
Potato,1999,Winter     ,West Bengal,7449103,2318.1,20.56777778
Ragi,1999,Kharif     ,West Bengal,15051,2318.1,0.898
Rapeseed &Mustard,1999,Rabi       ,West Bengal,278540,2318.1,0.766111111
Rice,1999,Autumn     ,West Bengal,827970,2318.1,1.868888889
Rice,1999,Summer     ,West Bengal,4468400,2318.1,2.897222222
Rice,1999,Winter     ,West Bengal,8463310,2318.1,1.906666667
Safflower,1999,Rabi       ,West Bengal,19,2318.1,0.542
Sannhamp,1999,Autumn     ,West Bengal,7810,2318.1,5.421666667
Sannhamp,1999,Rabi       ,West Bengal,298,2318.1,3.6
Sesamum,1999,Autumn     ,West Bengal,406,2318.1,0.377777778
Sesamum,1999,Summer     ,West Bengal,72230,2318.1,0.638235294
Sesamum,1999,Winter     ,West Bengal,1285,2318.1,0.5425
Small millets,1999,Kharif     ,West Bengal,1924,2318.1,0.617142857
Small millets,1999,Rabi       ,West Bengal,1541,2318.1,0.918
Soyabean,1999,Kharif     ,West Bengal,441,2318.1,0.448333333
Sugarcane,1999,Whole Year ,West Bengal,1762806,2318.1,78.571875
Sunflower,1999,Kharif     ,West Bengal,90,2318.1,0.683333333
Tobacco,1999,Whole Year ,West Bengal,6694,2318.1,0.592
Turmeric,1999,Whole Year ,West Bengal,20023,2318.1,1.425555556
Urad,1999,Kharif     ,West Bengal,35523,2318.1,0.566666667
Urad,1999,Rabi       ,West Bengal,10987,2318.1,0.636923077
Wheat,1999,Rabi       ,West Bengal,850778,2318.1,2.096666667
Arecanut,2000,Whole Year ,Andhra Pradesh,724,935.6,2.78
Arhar/Tur,2000,Kharif     ,Andhra Pradesh,216457,935.6,0.433181818
Arhar/Tur,2000,Rabi       ,Andhra Pradesh,2701,935.6,0.42375
Bajra,2000,Kharif     ,Andhra Pradesh,135964,935.6,1.001666667
Bajra,2000,Rabi       ,Andhra Pradesh,12524,935.6,0.883125
Banana,2000,Whole Year ,Andhra Pradesh,819660,935.6,17.63090909
Cashewnut,2000,Whole Year ,Andhra Pradesh,31074,935.6,0.190625
Castor seed,2000,Kharif     ,Andhra Pradesh,136860,935.6,0.339047619
Coconut ,2000,Whole Year ,Andhra Pradesh,1092707179,935.6,9101.813684
Coriander,2000,Whole Year ,Andhra Pradesh,19993,935.6,0.395
Cotton(lint),2000,Kharif     ,Andhra Pradesh,1662683,935.6,1.687727273
Dry chillies,2000,Kharif     ,Andhra Pradesh,410643,935.6,2.146818182
Dry chillies,2000,Rabi       ,Andhra Pradesh,115528,935.6,2.023181818
Ginger,2000,Whole Year ,Andhra Pradesh,6515,935.6,3.14875
Gram,2000,Kharif     ,Andhra Pradesh,173,935.6,1.1575
Gram,2000,Rabi       ,Andhra Pradesh,228546,935.6,1.4145
Groundnut,2000,Kharif     ,Andhra Pradesh,1697233,935.6,0.904090909
Groundnut,2000,Rabi       ,Andhra Pradesh,445720,935.6,1.668181818
Horse-gram,2000,Kharif     ,Andhra Pradesh,6838,935.6,0.5
Horse-gram,2000,Rabi       ,Andhra Pradesh,13492,935.6,0.209545455
Jowar,2000,Kharif     ,Andhra Pradesh,328490,935.6,0.830909091
Jowar,2000,Rabi       ,Andhra Pradesh,290498,935.6,0.840909091
Linseed,2000,Rabi       ,Andhra Pradesh,1093,935.6,0.2075
Maize,2000,Kharif     ,Andhra Pradesh,1107165,935.6,2.564545455
Maize,2000,Rabi       ,Andhra Pradesh,473602,935.6,5.019545455
Mesta,2000,Kharif     ,Andhra Pradesh,686947,935.6,8.745384615
Moong(Green Gram),2000,Kharif     ,Andhra Pradesh,141194,935.6,0.404090909
Moong(Green Gram),2000,Rabi       ,Andhra Pradesh,43016,935.6,0.371578947
Niger seed,2000,Kharif     ,Andhra Pradesh,6001,935.6,0.36
Onion,2000,Kharif     ,Andhra Pradesh,227873,935.6,12.77315789
Onion,2000,Rabi       ,Andhra Pradesh,308617,935.6,22.5085
Other  Rabi pulses,2000,Rabi       ,Andhra Pradesh,5471,935.6,0.324705882
Other Kharif pulses,2000,Kharif     ,Andhra Pradesh,5000,935.6,0.275263158
Potato,2000,Whole Year ,Andhra Pradesh,14618,935.6,6.14375
Ragi,2000,Kharif     ,Andhra Pradesh,92780,935.6,1.172
Ragi,2000,Rabi       ,Andhra Pradesh,27299,935.6,1.639285714
Rapeseed &Mustard,2000,Rabi       ,Andhra Pradesh,1048,935.6,0.151538462
Rice,2000,Kharif     ,Andhra Pradesh,8233806,935.6,2.7
Rice,2000,Rabi       ,Andhra Pradesh,4224208,935.6,2.939090909
Safflower,2000,Rabi       ,Andhra Pradesh,6574,935.6,0.34
Sesamum,2000,Kharif     ,Andhra Pradesh,29348,935.6,0.192272727
Sesamum,2000,Rabi       ,Andhra Pradesh,7893,935.6,0.204444444
Small millets,2000,Kharif     ,Andhra Pradesh,38398,935.6,0.668125
Small millets,2000,Rabi       ,Andhra Pradesh,1449,935.6,0.681666667
Sugarcane,2000,Whole Year ,Andhra Pradesh,17690131,935.6,73.8955
Sunflower,2000,Kharif     ,Andhra Pradesh,167828,935.6,1.038421053
Sweet potato,2000,Whole Year ,Andhra Pradesh,25467,935.6,13.93277778
Tapioca,2000,Whole Year ,Andhra Pradesh,166124,935.6,7.528
Tobacco,2000,Whole Year ,Andhra Pradesh,463405,935.6,3.364285714
Urad,2000,Kharif     ,Andhra Pradesh,28296,935.6,0.1615
Urad,2000,Rabi       ,Andhra Pradesh,362283,935.6,0.655454545
Wheat,2000,Rabi       ,Andhra Pradesh,8121,935.6,0.581818182
Arecanut,2000,Whole Year ,Assam,68261,1965.5,0.957391304
Arhar/Tur,2000,Kharif     ,Assam,5159,1965.5,0.714347826
Banana,2000,Whole Year ,Assam,590095,1965.5,13.73217391
Castor seed,2000,Kharif     ,Assam,681,1965.5,0.417619048
Coconut ,2000,Whole Year ,Assam,135910000,1965.5,5771.352609
Cotton(lint),2000,Kharif     ,Assam,760,1965.5,0.426521739
Dry chillies,2000,Whole Year ,Assam,9681,1965.5,0.637826087
Gram,2000,Rabi       ,Assam,1329,1965.5,0.462380952
Jute,2000,Kharif     ,Assam,668439,1965.5,9.794782609
Linseed,2000,Rabi       ,Assam,5278,1965.5,0.505238095
Maize,2000,Kharif     ,Assam,14616,1965.5,0.605652174
Mesta,2000,Kharif     ,Assam,24557,1965.5,4.657368421
Niger seed,2000,Kharif     ,Assam,4653,1965.5,0.627368421
Onion,2000,Whole Year ,Assam,17156,1965.5,2.331304348
Other  Rabi pulses,2000,Rabi       ,Assam,55752,1965.5,0.52173913
Potato,2000,Whole Year ,Assam,668457,1965.5,7.459565217
Rapeseed &Mustard,2000,Rabi       ,Assam,141231,1965.5,0.499565217
Rice,2000,Autumn     ,Assam,557764,1965.5,1.197826087
Rice,2000,Summer     ,Assam,681027,1965.5,1.825217391
Rice,2000,Winter     ,Assam,2759652,1965.5,1.581304348
Sesamum,2000,Kharif     ,Assam,8076,1965.5,0.489565217
Small millets,2000,Kharif     ,Assam,5410,1965.5,0.495454545
Sugarcane,2000,Whole Year ,Assam,987696,1965.5,36.57217391
Sweet potato,2000,Whole Year ,Assam,30351,1965.5,3.435217391
Tapioca,2000,Whole Year ,Assam,13546,1965.5,4.423478261
Tobacco,2000,Whole Year ,Assam,624,1965.5,0.584782609
Turmeric,2000,Whole Year ,Assam,8032,1965.5,0.668695652
Wheat,2000,Rabi       ,Assam,85695,1965.5,1.175909091
Arecanut,2000,Whole Year ,Goa,2500,3886.9,1.56
Banana,2000,Whole Year ,Goa,14745,3886.9,7.37
Black pepper,2000,Whole Year ,Goa,100,3886.9,0.21
Cashewnut,2000,Whole Year ,Goa,21335,3886.9,0.4
Coconut ,2000,Whole Year ,Goa,125120000,3886.9,4999.8
Groundnut,2000,Kharif     ,Goa,567,3886.9,1.58
Groundnut,2000,Rabi       ,Goa,2584,3886.9,1.82
Other  Rabi pulses,2000,Rabi       ,Goa,9338,3886.9,0.92
Other Kharif pulses,2000,Kharif     ,Goa,314,3886.9,0.48
Ragi,2000,Kharif     ,Goa,499,3886.9,1
Rice,2000,Kharif     ,Goa,96568,3886.9,2.36
Rice,2000,Rabi       ,Goa,45555,3886.9,2.81
Sugarcane,2000,Whole Year ,Goa,72750,3886.9,58.2
Arecanut,2000,Whole Year ,Karnataka,162741,1213.3,1.2925
Arhar/Tur,2000,Kharif     ,Karnataka,263533,1213.3,0.492083333
Bajra,2000,Kharif     ,Karnataka,340498,1213.3,0.662352941
Bajra,2000,Rabi       ,Karnataka,129,1213.3,0.81
Bajra,2000,Summer     ,Karnataka,998,1213.3,1.11
Banana,2000,Whole Year ,Karnataka,649567,1213.3,18.36037037
Black pepper,2000,Whole Year ,Karnataka,17586,1213.3,2.263636364
Cardamom,2000,Whole Year ,Karnataka,1132,1213.3,0.06
Castor seed,2000,Kharif     ,Karnataka,38871,1213.3,1.31
Coconut ,2000,Whole Year ,Karnataka,1762403000,1213.3,4673.661111
Coriander,2000,Whole Year ,Karnataka,1467,1213.3,0.119047619
Cotton(lint),2000,Kharif     ,Karnataka,855236,1213.3,1.593333333
Dry chillies,2000,Whole Year ,Karnataka,151043,1213.3,1.049259259
Garlic,2000,Whole Year ,Karnataka,4156,1213.3,1.491333333
Ginger,2000,Kharif     ,Karnataka,141587,1213.3,12.76823529
Gram,2000,Rabi       ,Karnataka,239431,1213.3,0.622380952
Groundnut,2000,Kharif     ,Karnataka,881807,1213.3,0.9464
Groundnut,2000,Rabi       ,Karnataka,199299,1213.3,1.173846154
Horse-gram,2000,Kharif     ,Karnataka,92938,1213.3,0.63625
Horse-gram,2000,Rabi       ,Karnataka,63457,1213.3,0.454583333
Jowar,2000,Kharif     ,Karnataka,589793,1213.3,1.395238095
Jowar,2000,Rabi       ,Karnataka,945212,1213.3,0.674210526
Jowar,2000,Summer     ,Karnataka,11916,1213.3,2.018571429
Linseed,2000,Rabi       ,Karnataka,6404,1213.3,0.360714286
Maize,2000,Kharif     ,Karnataka,1961879,1213.3,3.1712
Maize,2000,Rabi       ,Karnataka,142674,1213.3,2.397368421
Maize,2000,Summer     ,Karnataka,31091,1213.3,2.774761905
Mesta,2000,Kharif     ,Karnataka,6666,1213.3,1.807142857
Moong(Green Gram),2000,Kharif     ,Karnataka,180709,1213.3,0.419130435
Moong(Green Gram),2000,Rabi       ,Karnataka,4147,1213.3,0.26875
Niger seed,2000,Kharif     ,Karnataka,8382,1213.3,0.213043478
Onion,2000,Whole Year ,Karnataka,645357,1213.3,6.0164
Other  Rabi pulses,2000,Rabi       ,Karnataka,3985,1213.3,0.117407407
Other Kharif pulses,2000,Kharif     ,Karnataka,51172,1213.3,0.2812
Potato,2000,Whole Year ,Karnataka,452462,1213.3,11.70933333
Ragi,2000,Kharif     ,Karnataka,1788947,1213.3,1.644
Ragi,2000,Rabi       ,Karnataka,25009,1213.3,1.385384615
Ragi,2000,Summer     ,Karnataka,21376,1213.3,1.982857143
Rapeseed &Mustard,2000,Rabi       ,Karnataka,2012,1213.3,0.208888889
Rice,2000,Kharif     ,Karnataka,2792657,1213.3,2.357407407
Rice,2000,Rabi       ,Karnataka,106335,1213.3,2.064615385
Rice,2000,Summer     ,Karnataka,947744,1213.3,2.751304348
Safflower,2000,Rabi       ,Karnataka,72079,1213.3,0.764
Sannhamp,2000,Whole Year ,Karnataka,354,1213.3,0.285
Sesamum,2000,Kharif     ,Karnataka,40039,1213.3,0.4372
Small millets,2000,Kharif     ,Karnataka,47452,1213.3,0.686363636
Soyabean,2000,Kharif     ,Karnataka,65266,1213.3,1.01
Sugarcane,2000,Whole Year ,Karnataka,42923496,1213.3,98.80038462
Sunflower,2000,Kharif     ,Karnataka,100627,1213.3,0.5375
Sunflower,2000,Rabi       ,Karnataka,110005,1213.3,0.510434783
Sunflower,2000,Summer     ,Karnataka,20405,1213.3,0.7235
Sweet potato,2000,Whole Year ,Karnataka,25771,1213.3,6.222142857
Tapioca,2000,Whole Year ,Karnataka,8018,1213.3,9.558571429
Tobacco,2000,Whole Year ,Karnataka,52131,1213.3,0.722857143
Turmeric,2000,Whole Year ,Karnataka,41040,1213.3,4.298095238
Urad,2000,Kharif     ,Karnataka,51657,1213.3,0.3965
Urad,2000,Rabi       ,Karnataka,4171,1213.3,0.363125
Wheat,2000,Rabi       ,Karnataka,249880,1213.3,0.93375
Arecanut,2000,Whole Year ,Kerala,87947,2412.6,0.825714286
Banana,2000,Whole Year ,Kerala,327955,2412.6,7.457857143
Black pepper,2000,Whole Year ,Kerala,60929,2412.6,0.22
Cardamom,2000,Whole Year ,Kerala,7580,2412.6,0.055
Cashewnut,2000,Whole Year ,Kerala,66178,2412.6,0.507857143
Coconut ,2000,Whole Year ,Kerala,5536000000,2412.6,5617.002143
Cotton(lint),2000,Kharif     ,Kerala,6209,2412.6,1.61
Garlic,2000,Whole Year ,Kerala,9146,2412.6,17
Ginger,2000,Whole Year ,Kerala,42699,2412.6,2.957142857
Groundnut,2000,Kharif     ,Kerala,2733,2412.6,0.37
Jowar,2000,Kharif     ,Kerala,236,2412.6,0.51
Ragi,2000,Kharif     ,Kerala,1582,2412.6,0.813333333
Rice,2000,Autumn     ,Kerala,260306,2412.6,1.938461538
Rice,2000,Summer     ,Kerala,154606,2412.6,2.23
Rice,2000,Winter     ,Kerala,336416,2412.6,2.042857143
Sesamum,2000,Kharif     ,Kerala,797,2412.6,0.345833333
Sugarcane,2000,Whole Year ,Kerala,275550,2412.6,90.19
Sweet potato,2000,Whole Year ,Kerala,8963,2412.6,11.46615385
Tapioca,2000,Whole Year ,Kerala,2586903,2412.6,24.29642857
Tobacco,2000,Whole Year ,Kerala,1186,2412.6,5.57
Turmeric,2000,Whole Year ,Kerala,9037,2412.6,1.905714286
Arecanut,2000,Whole Year ,Meghalaya,13721,6258.8,1.178571429
Arhar/Tur,2000,Kharif     ,Meghalaya,641,6258.8,0.78
Banana,2000,Whole Year ,Meghalaya,64100,6258.8,11.36285714
Castor seed,2000,Kharif     ,Meghalaya,12,6258.8,0.515
Cotton(lint),2000,Kharif     ,Meghalaya,7684,6258.8,1.036666667
Dry chillies,2000,Whole Year ,Meghalaya,1146,6258.8,0.651428571
Ginger,2000,Kharif     ,Meghalaya,44900,6258.8,5.897142857
Gram,2000,Rabi       ,Meghalaya,286,6258.8,0.613333333
Jute,2000,Kharif     ,Meghalaya,35816,6258.8,7.133333333
Linseed,2000,Rabi       ,Meghalaya,24,6258.8,0.44
Maize,2000,Kharif     ,Meghalaya,24250,6258.8,1.437142857
Mesta,2000,Kharif     ,Meghalaya,21358,6258.8,4.606666667
Other  Rabi pulses,2000,Rabi       ,Meghalaya,1610,6258.8,0.761428571
Potato,2000,Whole Year ,Meghalaya,144292,6258.8,6.954285714
Rapeseed &Mustard,2000,Rabi       ,Meghalaya,4730,6258.8,0.664285714
Rice,2000,Kharif     ,Meghalaya,165907,6258.8,1.681428571
Rice,2000,Rabi       ,Meghalaya,13135,6258.8,1.744285714
Sesamum,2000,Kharif     ,Meghalaya,694,6258.8,0.614285714
Small millets,2000,Kharif     ,Meghalaya,2266,6258.8,0.864285714
Soyabean,2000,Kharif     ,Meghalaya,914,6258.8,0.91
Sugarcane,2000,Whole Year ,Meghalaya,237,6258.8,2.288
Sweet potato,2000,Whole Year ,Meghalaya,17363,6258.8,3.431428571
Tapioca,2000,Whole Year ,Meghalaya,21879,6258.8,5.98
Tobacco,2000,Whole Year ,Meghalaya,470,6258.8,0.64
Turmeric,2000,Whole Year ,Meghalaya,8565,6258.8,5.464285714
Wheat,2000,Rabi       ,Meghalaya,6892,6258.8,1.395
Arecanut,2000,Whole Year ,Puducherry,130,1434.5875,2
Bajra,2000,Kharif     ,Puducherry,513,1434.5875,2.76
Banana,2000,Whole Year ,Puducherry,7532,1434.5875,26.25
Black pepper,2000,Whole Year ,Puducherry,7,1434.5875,0.58
Cashewnut,2000,Whole Year ,Puducherry,121,1434.5875,0.603333333
Coconut ,2000,Whole Year ,Puducherry,24698000,1434.5875,11937.4475
Coriander,2000,Whole Year ,Puducherry,1,1434.5875,1
Cotton(lint),2000,Kharif     ,Puducherry,2300,1434.5875,5.11
Dry chillies,2000,Whole Year ,Puducherry,33,1434.5875,2.6775
Ginger,2000,Kharif     ,Puducherry,117,1434.5875,0.54
Groundnut,2000,Kharif     ,Puducherry,2158,1434.5875,1.62
Jowar,2000,Kharif     ,Puducherry,6,1434.5875,1
Moong(Green Gram),2000,Kharif     ,Puducherry,1400,1434.5875,0.586666667
Moong(Green Gram),2000,Rabi       ,Puducherry,1400,1434.5875,0.586666667
Onion,2000,Whole Year ,Puducherry,202,1434.5875,15.54
Other  Rabi pulses,2000,Rabi       ,Puducherry,125,1434.5875,1.18
Ragi,2000,Kharif     ,Puducherry,276,1434.5875,2.21
Rapeseed &Mustard,2000,Rabi       ,Puducherry,452,1434.5875,6.265
Rice,2000,Kharif     ,Puducherry,103606,1434.5875,2.605
Sugarcane,2000,Whole Year ,Puducherry,200413,1434.5875,81.17
Tapioca,2000,Whole Year ,Puducherry,9685,1434.5875,18.69
Urad,2000,Kharif     ,Puducherry,2123,1434.5875,0.706666667
Urad,2000,Rabi       ,Puducherry,2123,1434.5875,0.706666667
Arecanut,2000,Whole Year ,West Bengal,12191,1907.7,1.84
Arhar/Tur,2000,Kharif     ,West Bengal,5930,1907.7,0.686153846
Bajra,2000,Kharif     ,West Bengal,256,1907.7,0.8875
Barley,2000,Rabi       ,West Bengal,1820,1907.7,0.62
Castor seed,2000,Kharif     ,West Bengal,127,1907.7,1.27
Coconut ,2000,Whole Year ,West Bengal,330524800,1907.7,13234.92556
Cotton(lint),2000,Kharif     ,West Bengal,2732,1907.7,2.3
Dry chillies,2000,Whole Year ,West Bengal,54971,1907.7,0.941111111
Ginger,2000,Kharif     ,West Bengal,18898,1907.7,1.524444444
Gram,2000,Rabi       ,West Bengal,50170,1907.7,0.806428571
Groundnut,2000,Kharif     ,West Bengal,1594,1907.7,0.968333333
Groundnut,2000,Rabi       ,West Bengal,12379,1907.7,1.37
Groundnut,2000,Summer     ,West Bengal,39433,1907.7,1.355625
Horse-gram,2000,Rabi       ,West Bengal,2164,1907.7,0.49
Jowar,2000,Kharif     ,West Bengal,521,1907.7,0.578333333
Jute,2000,Kharif     ,West Bengal,7428400,1907.7,13.52411765
Khesari,2000,Rabi       ,West Bengal,42090,1907.7,1.001875
Linseed,2000,Rabi       ,West Bengal,3972,1907.7,0.460769231
Maize,2000,Kharif     ,West Bengal,88264,1907.7,2.568571429
Masoor,2000,Rabi       ,West Bengal,68500,1907.7,0.87625
Mesta,2000,Kharif     ,West Bengal,83630,1907.7,6.860833333
Moong(Green Gram),2000,Kharif     ,West Bengal,308,1907.7,0.498571429
Moong(Green Gram),2000,Rabi       ,West Bengal,1402,1907.7,0.583636364
Moong(Green Gram),2000,Summer     ,West Bengal,4809,1907.7,0.544666667
Niger seed,2000,Kharif     ,West Bengal,3702,1907.7,0.405555556
Other Kharif pulses,2000,Kharif     ,West Bengal,409,1907.7,0.548333333
Peas & beans (Pulses),2000,Rabi       ,West Bengal,6111,1907.7,0.843333333
Potato,2000,Whole Year ,West Bengal,7673130,1907.7,22.39388889
Ragi,2000,Kharif     ,West Bengal,15242,1907.7,0.926
Rapeseed &Mustard,2000,Rabi       ,West Bengal,417020,1907.7,0.841666667
Rice,2000,Autumn     ,West Bengal,683950,1907.7,1.648333333
Rice,2000,Summer     ,West Bengal,4541328,1907.7,3.021111111
Rice,2000,Winter     ,West Bengal,7202760,1907.7,1.876111111
Safflower,2000,Rabi       ,West Bengal,9,1907.7,0.3
Sannhamp,2000,Whole Year ,West Bengal,7064,1907.7,4.527142857
Sesamum,2000,Whole Year ,West Bengal,92276,1907.7,0.736111111
Small millets,2000,Kharif     ,West Bengal,1625,1907.7,0.682857143
Small millets,2000,Rabi       ,West Bengal,1308,1907.7,0.946666667
Soyabean,2000,Kharif     ,West Bengal,322,1907.7,0.5775
Sugarcane,2000,Whole Year ,West Bengal,1465550,1907.7,67.08461538
Sunflower,2000,Kharif     ,West Bengal,156,1907.7,1.276666667
Tobacco,2000,Whole Year ,West Bengal,5703,1907.7,0.598
Turmeric,2000,Whole Year ,West Bengal,22445,1907.7,1.536111111
Urad,2000,Kharif     ,West Bengal,27815,1907.7,0.462222222
Urad,2000,Rabi       ,West Bengal,8813,1907.7,0.612307692
Wheat,2000,Rabi       ,West Bengal,1057610,1907.7,2.330555556
Arecanut,2001,Whole Year ,Andhra Pradesh,449,928.4,1.71
Arhar/Tur,2001,Kharif     ,Andhra Pradesh,185620,928.4,0.465
Arhar/Tur,2001,Rabi       ,Andhra Pradesh,2706,928.4,0.46
Bajra,2001,Kharif     ,Andhra Pradesh,63589,928.4,0.851764706
Bajra,2001,Rabi       ,Andhra Pradesh,7442,928.4,0.795
Banana,2001,Whole Year ,Andhra Pradesh,761365,928.4,11.73363636
Cashewnut,2001,Whole Year ,Andhra Pradesh,38729,928.4,0.236
Castor seed,2001,Kharif     ,Andhra Pradesh,82983,928.4,0.296842105
Coconut ,2001,Whole Year ,Andhra Pradesh,1124969850,928.4,9057.671111
Coriander,2001,Whole Year ,Andhra Pradesh,22711,928.4,0.531176471
Cotton(lint),2001,Kharif     ,Andhra Pradesh,1876698,928.4,1.820454545
